MAL_ID,Name,Score,Genres,sypnopsis
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,7.09,"Harem, Slice of Life, Comedy, Romance, School",Unaired 13th episode of Boku wa Tomodachi ga Sukunai.
14049,Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,6.16,"Harem, Romance","alternate ending to the anime with Airi being the chosen girl. This is not animated in a normal anime fashion, it is more of a gal game animation."
14183,Aitsu to Lullaby: Suiyobi no Cinderella,5.91,"Romance, Drama, Shounen",Based on a shounen manga by Kusunoki Michiharu serialised in Weekly Shounen Magazine.
14189,Tasogare Otome x Amnesia: Taima Otome,7.51,"Horror, Mystery, Romance, School, Shounen, Supernatural","Tired of Yuuko's antics for causing more ghost stories to be spread amongst the students, Kirie challenges her to a series of games which if Yuuko loses, she must behave. (Source: Wikipedia)"
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.53,"Comedy, Ecchi, Harem, Romance, School","fter their parents' deaths, brother and sister Akito and Akiko Himenokouji were forced to live with separate families for six years. But now they have finally reunited and begin to live together. It quickly becomes apparent that Akiko harbors romantic feelings for her brother; however, Akito only sees her as a sibling. When three more girls—Anastasia Nasuhara, Arashi Nikaidou, and Ginbei Haruomi Sawatari—move into their apartment, Akiko's hopes of living alone with her brother vanish. Moreover, these girls also like Akito in one way or another, making it even more difficult for Akiko to gain her brother's undivided attention. As the girls fight over who should take care of Akito, they display various eroticisms that may be a little too much for a normal man to handle."
14227,Tonari no Kaibutsu-kun,7.55,"Slice of Life, Comedy, Romance, School, Shoujo","Shizuku Mizutani is apathetic towards her classmates, only caring about her grades. However, her cold view of life begins to change when she meets Haru Yoshida, a violent troublemaker who stopped attending class after getting into a fight early in the school year. He is not much different from her, though—he too understands little about human nature and does not have any friends. Much to Shizuku's surprise, he proclaims that she will be his friend and immediately confesses his feelings towards her upon meeting her. Because of her lack of friends and social interaction, Shizuku has a hard time understanding her relationship with Haru. But slowly, their friendship begins to progress, and she discovers that there is more to Haru than violence. She begins to develop feelings for him, but is unsure what kind of emotions she is experiencing. Together, Shizuku and Haru explore the true nature of their relationship and emotions."
14231,Akuemon,6.02,"Fantasy, Romance","fortuneteller tells Hidari Taisho that he must hunt down 1000 foxes in order to conquer the country. So Akuemon, who is disliked by everybody, is hired to do the foxhunting. In response, the foxes send a female fox to Akuemon's house disguised as his wife. A story unfolds between Akuemon, who has never loved anyone, and the female fox, who slowly discovers true love in him even while tormented by sorrow over her comrades' death. This is the 6th work in ""The Lion Books"" series. It is also the first attempt by visualist Tezuka Makoto, Tezuka's older son, to render an original of his father's into an animated version. (Source: AniDB)"
14247,Lunn wa Kaze no Naka,6.01,"Drama, Romance","This is the third episode in the Lion Books Series, in which a boy who has fallen in love with a girl on a poster on the wall starts to look for her. This story depicts the heartache of adolescent first love in a low-key manner."
14277,Chitose Get You!!,6.26,"Comedy, Romance, School, Seinen, Slice of Life",Chitose is an 11-year-old girl who is madly in love with an older guy named Hiroshi. He works at the town hall right next to the school and Chitose spends every day relentlessly pursuing him. Can Chitose ever convince Hiroshi to go out with her?
14289,Sukitte Ii na yo.,7.49,"Drama, Romance, School, Shoujo","Friends will only let you down—that is the sad truth Mei Tachibana lives with, ever since she was wrongfully blamed for the death of a class pet by her so-called friends in grade school. Since then, she stays away from people in order to avoid ever being hurt again. However, Mei's life begins to change drastically when a misunderstanding in high school causes her to encounter popular student Yamato Kurosawa. Yamato finds her intriguing and insists on being her friend, even though Mei wants nothing to do with him. But when a dangerous situation ends with Yamato kissing Mei to save her from the unwanted attention of a stalker, Mei begins to develop feelings for him. On the heels of her discovery that their feelings are mutual, they start dating and she gains not only a boyfriend, but friends as well. Mei, however, finds it very hard to adapt to this new lifestyle, especially in expressing her true feelings towards Yamato. Throughout misunderstandings of their new relationship, each other, and the attentions of other girls, Mei and Yamato slowly grow closer and learn the true meaning of those three little words: ""I love you."""
14293,Nerawareta Gakuen,7.0,"Romance, School, Sci-Fi","Very little changes in Kenji Seki's daily routine. Every morning, he takes his dog to the beach in the hopes of catching a glimpse of his classmate, Kahori Harukawa, while she surfs. Afterward, he meets up with his neighbor and childhood friend, Natsuki Suzuura, and they walk to school. In essence, he lives an idyllic life where the only thing he has to worry about is how to finally confess his feelings to Kahori. The routineness of Kenji's life is interrupted by the arrival of a mysterious transfer student. Ryouichi Kyougoku, who claims to be a psychic, has both the charisma and popularity that Kenji has always dreamed of. Before long, Kahori begins to show feelings for Ryouichi, and Natsuki becomes distant whenever Kenji tries to talk about his feelings. As Kenji's life is thrown into disarray, how will Ryouichi's arrival impact those around him? Nerawareta Gakuen follows these formerly typical high schoolers as they become involved with the supernatural."
14515,Sasami-san@Ganbaranai,6.68,"Comedy, Romance, Supernatural","The Japanese call them hikikomori—people who've become so withdrawn socially that they refuse to leave their homes for weeks and even months at a time. For Sasami Tsukuyomi, who's attempting to pass her first year of high school despite being a shut in, it's more than just a word. Fortunately though, she lives with her older brother Kamiomi, who just happens to be a teacher at the school Sasami is supposed to attend. Not to mention, her ""Brother Surveillance Tool"" which lets her view the outside world via her computer and will, theoretically, allow her to readjust to interfacing with people again. What it mainly does, however, is let her view her brother's interactions with the three very odd Yagami sisters, who inexplicably seem to have had their ages reversed and have various types of ""interest"" in Kamiomi. And then things start to get really weird... Magical powers? Everything turning into chocolate? Is life via the web warping Sasami's brain, or is it the universe that's going crazy? (Source: Sentai Filmworks)"
14645,Hiiro no Kakera Dai Ni Shou,7.23,"Fantasy, Romance, Shoujo, Supernatural",Second season of Hiiro no Kakera.
14669,Aura: Maryuuin Kouga Saigo no Tatakai,7.49,"Supernatural, Drama, Romance, School","Ichirou Satou is an ordinary high school student who pretended that he was a hero by the name of ""Maryuuin Kouga"" back in middle school, which led to others frequently bullying him. Now that he has left this embarrassing phase behind, he does his best to avoid standing out and live a peaceful life, although he feels the world has become quite dull. But when he makes his way back to school one night to grab a textbook he left in class, he runs into a strange girl wearing a costume. This girl, Ryouko Satou, happens to be his classmate and is affected by the exact same condition that he once had, holding on to a delusion that she is someone else and dressing up to reflect this. The very next day, Ichirou is asked by his teacher to become friends with Ryouko, to which he adamantly refuses, unwilling to be reminded of his own history. When he sees that she is being bullied just as he once was, however, the boy makes it his responsibility to take care of her and break her free from that which what once plagued him—the perfect job for Maryuuin Kouga."
14685,Onegai☆Teacher: Reminiscence Disc,6.7,"Comedy, Romance, Sci-Fi",hour long OVA summarizing the plot of the original Onegai Teacher series. Also bundled with the BD box release of Onegai Teacher.
14713,Kamisama Hajimemashita,8.04,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo","High schooler Nanami Momozono has quite a few problems of late, beginning with her absentee father being in such extreme debt that they lose everything. Downtrodden and homeless, she runs into a man being harassed by a dog. After helping him, she explains her situation, and to her surprise, he offers her his home in gratitude. But when she discovers that said home is a rundown shrine, she tries to leave; however, she is caught by two shrine spirits and a fox familiar named Tomoe. They mistake her for the man Nanami rescued—the land god of the shrine, Mikage. Realizing that Mikage must have sent her there as a replacement god, Tomoe leaves abruptly, refusing to serve a human. Rather than going back to being homeless, Nanami immerses herself in her divine duties. But if she must keep things running smoothly, she will need the help of a certain hot-headed fox. In her fumbling attempt to seek out Tomoe, she lands in trouble and ends up sealing a contract with him. Now the two must traverse the path of godhood together as god and familiar; but it will not be easy, for new threats arise in the form of a youkai who wants to devour the girl, a snake that wants to marry her, and Nanami's own unexpected feelings for her new familiar."
14741,Chuunibyou demo Koi ga Shitai!,7.77,"Slice of Life, Comedy, Drama, Romance, School","Everybody has had that stage in their life where they have thought themselves to be special, different from the masses of ordinary humans. They might go as far as seeing themselves capable of wielding mystical powers, or maybe even believe themselves to have descended from a fantasy realm. This ""disease"" is known as ""chuunibyou"" and is often the source of some of the most embarrassing moments of a person's life. For Yuuta Togashi, the scars that his chuunibyou has left behind are still fresh. Having posed as the ""Dark Flame Master"" during his middle school years, he looks back at those times with extreme embarrassment, so much so that he decides to attend a high school far away where nobody will recognize him. Putting his dark history behind him, he longs to live a normal high school life. Unfortunately, he hasn't escaped his past yet: enter Rikka Takanashi, Yuuta's new classmate and self-declared vessel of the ""Wicked Eye."" As this eccentric young girl crashes into Yuuta's life, his dream of an ordinary, chuunibyou-free life quickly crumbles away. In this hilarious and heartwarming story of a boy who just wants to leave his embarrassing memories behind, the delusions of old are far from a thing of the past."
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.06,"Comedy, Harem, Romance, School","The infidelity of Eita Kidou's parents not only made his family fall apart, but also made him skeptic of love. Having no intention to delve into romance, Eita devotes his entire high school life to his studies in order to become a doctor. It did not take long for the beautiful and popular Masuzu Natsukawa to notice Eita's apathy. Tired of being the object of people's affection, she asks him to pretend to be her boyfriend, as she too feels disgusted at the notion of love. Eita, however, refuses—yet Masuzu has one trick left up her sleeve: Eita’s journal and threatening to post the embarrassing content online if he does not comply. Now entangled in a fake romance with the most desired girl at school, Eita's life is turned upside down. Whether envied by his peers or receiving a confession, he must cope with his newfound relationship and all the troubles that come along with it."
14751,Bishoujo Senshi Sailor Moon Crystal,7.01,"Demons, Magic, Romance, Shoujo","Though a little clumsy and easily brought to tears, Usagi Tsukino is a typical 14-year-old girl in her second year of junior high. However, all of that changes when an encounter with Luna, a mysterious talking black cat, whose head bears the mark of a crescent moon, results in the animal bestowing a magical brooch upon her. Now Usagi can transform into Sailor Moon, a magical girl in a sailor uniform who protects love and peace! Usagi is appointed as a guardian of justice and is tasked with the search for the legendary Silver Crystal, a magical artifact that holds immense power, as well as finding the other Sailor Guardians and the lost princess of Luna's home, the Moon Kingdom. Her mission isn't without opposition, however; Queen Beryl, ruler of the Dark Kingdom, wants to claim the Silver Crystal and take its power for her own. Though she still has to worry about her school, family, and love life, it is up to Sailor Moon and the other Sailor Guardians to save the day!"
14753,Hori-san to Miyamura-kun,7.36,"Comedy, Romance, School, Shounen","hin everyone there exists a side preferably kept hidden, even from close friends. For the smart and popular Kyouko Hori, it’s the fact that she has to do all the housework and care for her little brother, Souta, because of her parents' busy work schedules. For the gentle Izumi Miyamura, whom everybody sees as an otaku, it's his nine hidden piercings and large body tattoo. So what happens when they accidentally discover each other's hidden sides? Sharing parts of themselves that they couldn't with anyone else, strong bonds of friendship soon begin to form between Miyamura and Hori, as well as those around them. As their hidden personas start to dissipate, they slowly learn how to open up to others."
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.07,"Slice of Life, Comedy, Drama, Romance, School","Hachiman Hikigaya is an apathetic high school student with narcissistic and semi-nihilistic tendencies. He firmly believes that joyful youth is nothing but a farce, and everyone who says otherwise is just lying to themselves. In a novel punishment for writing an essay mocking modern social relationships, Hachiman's teacher forces him to join the Volunteer Service Club, a club that aims to extend a helping hand to any student who seeks their support in achieving their goals. With the only other club member being the beautiful ice queen Yukino Yukinoshita, Hachiman finds himself on the front line of other people's problems—a place he never dreamed he would be. As Hachiman and Yukino use their wits to solve many students' problems, will Hachiman's rotten view of society prove to be a hindrance or a tool he can use to his advantage?"
14827,D.C.III: Da Capo III,6.58,"Ecchi, Romance, School, Drama","On the island of Hatsunejima, where spring is eternal, grows a particular large cherry blossom tree. This cherry blossom tree never withers, and is said to be able to fulfill any wish. However, one day, this tree had become a normal cherry blossom tree..."
14833,Maoyuu Maou Yuusha,7.31,"Adventure, Demons, Romance, Fantasy","Fifteen years have passed since the war between humans and demons began. Dissatisfied with their slow advance into the Demon Realm, the Hero abandons his companions to quickly forge ahead towards the Demon Queen's castle. Upon his arrival at the royal abode, the Hero makes a startling discovery: not only is the Demon Queen a woman of unparalleled beauty, but she also seeks the Hero's help. Confused by this unexpected turn of events, the Hero refuses to ally himself with his enemy, claiming that the war the demons have waged is tearing the Southern Nations apart. However, the Demon Queen rebuts, arguing that the war has not only united humanity but has also brought them wealth and prosperity, providing evidence to support her claims. Furthermore, she explains that if the war were to end, the supplies sent by the Central Nations in aid to the Southern Nations would cease, leaving hundreds of thousands to starve. Fortunately, she offers the Hero a way to end the war while bringing hope not only to the Southern Nations, but also to the rest of the world, though she will need his assistance to make this a reality. Finally convinced, the Hero agrees to join his now former enemy in her quest. Vowing to stay together through sickness and health, they set off for the human world."
14893,"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest",6.7,"Comedy, Romance, Ecchi","h their school's pool opening the next day, Iria schemes up the idea to hold a swimsuit contest. With Lisara, Mina, Quele, and Iria herself all participating in the event."
14967,Boku wa Tomodachi ga Sukunai Next,7.4,"Harem, Slice of Life, Comedy, Romance, School","The Neighbor's Club—a club founded for the purpose of making friends, where misfortunate boys and girls with few friends live out their regrettable lives. Although Yozora Mikazuki faced a certain incident at the end of summer, the daily life of the Neighbor's Club goes on as usual. A strange nun, members of the student council and other new faces make an appearance, causing Kodaka Hasegawa's life to grow even busier. While they all enjoy going to the amusement park, playing games, celebrating birthdays, and challenging the ""school festival""—a symbol of the school life normal people live—the relations amongst the members slowly begins to change... Let the next stage begin, on this unfortunate coming-of-age love comedy!! (Source: ANN)"
15045,Litchi DE Hikari Club,5.22,"Comedy, Drama, Horror, Psychological, Romance","chi DE Hikari Club takes place in an alternate reality where the Hikari Club does not fall into disarray after the completion of Litchi, the intelligent humanlike robot the club invented to kidnap girls. The cult-like Hikari Club has had its ups and downs. Led by the enigmatic, beauty-obsessed Hiroyuki ""Zera"" Tsunekawa, the club has finally succeeded in using their fruit-powered robot, Litchi, to kidnap the beautiful Kanon. After accomplishing their goals, the Hikari Club has little to do other than delight in their newfound lives. From selling the technology that allows Litchi to run on lychee fruit, to modifying the robot to perform different tasks, there's no telling what antics the Hikari Club will get up to next!"
15085,Amnesia,6.07,"Harem, Mystery, Romance, Fantasy, Josei","fter fainting at work, a young lady awakens in the back room of the café she works at with no memory of her life or those around her. Two of her friends, whom she soon learns are named Shin and Toma, are called to help her get home safely. Once she is alone, she meets a spectral boy named Orion that only she can see and hear. He explains that she lost her memories because of his chance visit to her world, so he vows to help her remember who she is. However, regaining her departed memories without worrying those around her may be more difficult than she realizes. In addition to the gloomy Shin and the protective Toma, she must be wary of arousing the suspicions of the captivating Ikki, the quick-witted Kent, and a mysterious man who lurks in the distance. As her amnesia entangles her in the lives of each of these men, her fragmented memories return piece by piece, and the mysteries of her circumstances slowly come to light."
15117,Kami nomi zo Shiru Sekai: Tenri-hen,7.72,"Comedy, Harem, Romance, Supernatural, Shounen","It is summer break and Keima intends to spend all his time on video games. An old acquaintance, the timid girl Tenri, comes back into the neighborhood—and apparently has a lost soul inside her. It is up to Keima and Elysia to unravel the secrets of her heart. (Source: ANN)"
15177,Macross FB7: Ore no Uta wo Kike!,6.31,"Action, Sci-Fi, Music, Space, Romance, Mecha","In 2059, five decades after the Space War I conflict seen in the first Macross story. Macross Frontier, the 25th New Macross Class super-long-distance colonization fleet, is journeying through the galaxy to a new paradise to call home. However, it is locked in a state of war with a strange enemy called Vajra. Macross FB7 is the 30th anniversary work of the Macross franchise."
15225,Hentai Ouji to Warawanai Neko.,7.24,"Harem, Comedy, Supernatural, Romance, School","Youto Yokodera wants to be seen in a way different from most men: as a pervert. However, his lewd actions are often misinterpreted as good intentions, and people cannot see his true nature. Upon hearing rumors of a cat statue that can banish an unwanted trait, he searches for it and prays for his façade to be removed. But each wish comes at a price: those unwelcomed traits are transferred to someone else who desires them! After realizing that vocalizing his dirty thoughts is not the best thing, Youto decides to regain his lost traits by seeking out the person who received them. Unfortunately, he was not alone in praying to the cat statue, and now he must not only fix his life, but the lives of others as well."
15325,"Dakara Boku wa, H ga Dekinai. Recap",6.48,"Comedy, Ecchi, Romance, Supernatural",cap episode aired between episodes 7 and 8.
15379,Kotoura-san,7.23,"Comedy, Drama, Romance, School","Since childhood, Haruka Kotoura's classmates have seen her as a creepy and monstrous person. This is due to her ability to read other people's minds—the same ability that drove her parents away, leaving her alone with her grandfather. As a result, she has grown accustomed to the bitter treatment by the people around her, becoming completely cold and unsociable to others. However, everything starts to change when Haruka transfers to a new school. While most are off put by her as usual, she meets Yoshihisa Manabe, who finds her power astonishing. Yoshihisa then proceeds to befriend Haruka, promising to never leave her no matter what happens. Haruka's new experiences of social belonging thus begin, meeting new friends and learning to open herself along the way."
15391,Kagaku na Yatsura,5.72,"Sci-Fi, Comedy, Romance, Ecchi, School, Seinen","Choosing which high school club to join can be a daunting task. After all, there are only so many hours in the day, not to mention the power struggle between cyborgs and part canine-females. At least, that's the conundrum that Haruki Komaba finds himself trapped in. Airi Kuze is a mechanical science master with a crush on Haruki. Touko Hizuki is a half-dog, half-girl chemical science master who's also fond of Haruki. Unfortunately for Haruki, he accidentally promised to join both clubs and finds himself in the middle of a fierce battle for his membership and, if Airi has anything to say about it, his hand in marriage. As if things weren't complicated enough, Ayana's perverted older sister Touko has decided to intervene on her younger sibling's behalf, bringing her own brand of sexually charged chemical science into the mix. Haruki's going to have a difficult time deciding on a club. If the girls don't end up tearing each other apart first, that is."
15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.79,"Romance, Shoujo","fter toiling away in his lab, the alchemist Jolly has finally succeeded in making a personality-swapping potion that is guaranteed to bring him entertainment. The boys of the Arcana Famiglia are tricked into taking the potion and find themselves in bodies that are not their own. With this successful experiment, Jolly has paved the way for a plethora of uncomfortable scenarios. However, despite the boys' desperate struggle to switch themselves back, there is something to be learned from spending the day in someone else's shoes."
15451,High School DxD New,7.54,"Action, Harem, Comedy, Demons, Romance, Ecchi, School","The misadventures of Issei Hyoudou, high school pervert and aspiring Harem King, continue on in High School DxD New . As the members of the Occult Research Club carry out their regular activities, it becomes increasingly obvious that there is something wrong with their Knight, the usually composed and alert Yuuto Kiba. Soon, Issei learns of Kiba's dark, bloody past and its connection to the mysterious Holy Swords. Once the subject of a cruel experiment, Kiba now seeks revenge on all those who wronged him. With the return of an old enemy, as well as the appearance of two new, Holy Sword-wielding beauties, it isn't long before Issei and his Devil comrades are plunged into a twisted plot once more."
15583,Date A Live,7.22,"Sci-Fi, Harem, Comedy, Romance, Mecha, School","Thirty years ago, the Eurasian continent was devastated by a supermassive ""spatial quake""—a phenomenon involving space vibrations of unknown origin—resulting in the deaths of over 150 million people. Since then, these quakes have been plaguing the world intermittently, albeit on a lighter scale. Shidou Itsuka is a seemingly average high school student who lives with his younger sister, Kotori. When an imminent spatial quake threatens the safety of Tengu City, he rushes to save her, only to be caught in the resulting eruption. He discovers a mysterious girl at its source, who is revealed to be a ""Spirit,"" an otherworldly entity whose appearance triggers a spatial quake. Soon after, he becomes embroiled in a skirmish between the girl and the Anti-Spirit Team, a ruthless strike force with the goal of annihilating Spirits. However, there is a third party that believes in saving the spirits: ""Ratatoskr,"" which surprisingly is commanded by Shidou's little sister! Kotori forcibly recruits Shidou after the clash, presenting to him an alternative method of dealing with the danger posed by the Spirits—make them fall in love with him. Now, the fate of the world rests on his dating prowess, as he seeks out Spirits in order to charm them."
15605,Brothers Conflict,6.13,"Harem, Romance, Shoujo","Ema Hinata is a sweet girl with only her father to call family. One day, she learns that he will be remarrying Miwa Asahina, a wealthy fashion designer. Though she's glad she has a new place to call home, the family she gains is greater than she could ever imagine—Ema now has 13 step-brothers! Wishing to give her father space, she moves into the Sunrise Residence where her brothers live . As she settles in, Ema realizes she may not experience the loving kinship of a family that she has always longed for, as many of her new brothers exhibit feelings toward Ema that aren't just familial. With each brother desiring Ema's attention in his own way, will she be able to work toward a happy ending for all, or will she choose one brother that has stolen her heart?"
15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",6.76,"Harem, Comedy, Romance, Ecchi, School",Unaired 13th episode of the TV series.
15689,Nekomonogatari: Kuro,7.98,"Comedy, Supernatural, Romance, Ecchi","fter surviving a vampire attack, Koyomi Araragi notices that his friend and savior, Tsubasa Hanekawa, has been acting strange. When he happens to cross paths with her on his way to a bookstore and sees she has a bandage on her face, he knows something must definitely be wrong. Araragi wants to help her, but Hanekawa assures him that her wound is just something she received at home and that he should not concern himself with it. But when a white cat with no tail is hit and killed by a car, the pair bury the creature and the real trouble begins. When Araragi later pays a visit to his friend Meme Oshino and recounts the day's events, he is informed what they have buried is actually an apparition, one perfect for Hanekawa in her current state. Tasked with finding his friend to confirm her safety, he discovers that she has attacked her parents, possessed by the ""Sawari Neko."" Now, it is up to Araragi to help Hanekawa as she once helped him."
15717,Nagareboshi Lens Specials,6.16,"Romance, Shoujo",Three episodes aired on TV as part of the Ribon x Oha Suta specials.
15719,Oda Nobuna no Yabou Recap,6.98,"Comedy, Historical, Romance",summary episode of the whole series.
15809,Hataraku Maou-sama!,7.83,"Comedy, Demons, Supernatural, Romance, Fantasy","Striking fear into the hearts of mortals, the Demon Lord Satan begins to conquer the land of Ente Isla with his vast demon armies. However, while embarking on this brutal quest to take over the continent, his efforts are foiled by the hero Emilia, forcing Satan to make his swift retreat through a dimensional portal only to land in the human world. Along with his loyal general Alsiel, the demon finds himself stranded in modern-day Tokyo and vows to return and complete his subjugation of Ente Isla—that is, if they can find a way back! Powerless in a world without magic, Satan assumes the guise of a human named Sadao Maou and begins working at MgRonald's—a local fast-food restaurant—to make ends meet. He soon realizes that his goal of conquering Ente Isla is just not enough as he grows determined to climb the corporate ladder and become the ruler of Earth, one satisfied customer at a time! Whether it's part-time work, household chores, or simply trying to pay the rent on time, Hataraku Maou-sama! presents a hilarious view of the most mundane aspects of everyday life, all through the eyes of a hapless demon lord."
15895,Hiyokoi (2012),6.72,"Romance, School, Shoujo",Three episodes aired on TV as part of the Ribon x Oha Suta specials.
15951,Amagami SS+ Plus Picture Drama,6.55,Romance,Picture Dramas from the DVD/BD Vol.7.
16001,Kokoro Connect: Michi Random,8.01,"Comedy, Drama, Romance, School, Slice of Life, Supernatural","Not long after putting the previous supernatural incident behind them, the members of Yamaboshi Academy's Student Cultural Society (StuCS) must deal with Fuusenkazura's newest trial—emotion transmission. This phenomenon allows the club members to hear each others' true thoughts, but with one catch: the timing, sender, and recipient are all completely random. To make matters worse, the club's supervisor, Ryuuzen Gotou, may have to step down due to his responsibilities for the upcoming school year. With emotions running high and Valentine's Day around the corner, the seemingly close bonds of the StuCS will be tested when their true feelings for each other are laid bare."
16011,Tokyo Ravens,7.53,"Action, Comedy, Supernatural, Magic, Romance, School","Onmyoudou magic was once a powerful technique used by the Japanese during the second World War in order for them to gain the upper hand and establish their nation as a formidable force. But Japan was quickly defeated after the revered onmyouji Yakou Tsuchimikado caused the ""Great Spiritual Disaster,"" an event which plagues Tokyo to this very day. As a result of this mishap, the Onmyou Agency was established in order to exorcise further spiritual disasters and combat the demons that would make their way into the world. Now, Onmyoudou has become far more modern, simplified, and refined for use in a wide variety of applications such as medicine and technology. However, not everyone is able to utilize the magic, as is the case with Harutora, a member of the Tsuchimikado's branch family. Despite an old promise to protect Natsume, the heir of the Tsuchimikado's main family and Yakou's supposed reincarnation, as her familiar, Harutora has no talent and chooses to live a normal life instead. But when a prominent member of the Onmyou Agency attempts to recreate the same experiment which led to Japan's downfall, he decides to make good on his word and fight by Natsume's side."
16023,Kuro to Kin no Akanai Kagi.,5.6,"Romance, Josei","Katagiri Kanade is a hikikomori who spent her days lazing off in her room. Her specialty is her broad imagination which often leads to various wild delusions. One night a weird cowboy guy appeared in her dream, saying that he's her heart's hero. Due to his encouragement, Kanade decided to try and go have a haircut the next day. It was then when she met a mysterious guy who cut her hair in the park, giving her courage to resume her school days. Right after her haircut, a guy approaches Kanade who turns out to be her former classmate, Sudou Yukio. Kanade used to like him back then, and he was happy to meet her again. Kanade lives with her non blood-related brother, Sonomura Ikuto. Despite Ikuto's warning, Kanade went looking for the mysterious guy who cut her hair the next day. She found him in the park, where he introduced himself as Hasui Tomoomi. He's a professional hairdresser and owns a salon named Azalea nearby. Since Kanade was absent from school for so long, her homeroom teacher, Konno Chihiro, offered to help her with her studies. Having these guys around her, what will happen to Kanade's life from now on? (Source: Love-Coloured Sky)"
16067,Nagi no Asu kara,8.09,"Drama, Fantasy, Romance","ong ago, all humans lived beneath the sea. However, some people preferred the surface and abandoned living underwater permanently. As a consequence, they were stripped of their god-given protection called ""Ena"" which allowed them to breathe underwater. Over time, the rift between the denizens of the sea and of the surface widened, although contact between the two peoples still existed. Nagi no Asu kara follows the story of Hikari Sakishima and Manaka Mukaido, along with their childhood friends Chisaki Hiradaira and Kaname Isaki, who are forced to leave the sea and attend a school on the surface. There, the group also meets Tsumugu Kihara, a fellow student and fisherman who loves the sea. Hikari and his friends' lives are bound to change as they have to deal with the deep-seated hatred and discrimination between the people of sea and of the surface, the storms in their personal lives, as well as an impending tempest which may spell doom for all who dwell on the surface."
16149,Kick-Heart,6.39,"Comedy, Romance, Sports","By day, Romeo Maki is a respectable man who loves bringing gifts to the local orphanage, and Juliet is a newly employed nun working at said orphanage. However, by night, they are Masked Man M and Lady S, popular professional wrestlers. Kick-Heart tells the story of what happens when this dynamic pair meet in the ring, the only place where they can express their hidden desires."
16201,Aku no Hana,7.15,"Psychological, Drama, Romance, School, Shounen","Kasuga Takao is a boy who loves reading books, particularly Baudelaire's Les Fleurs du Mal. A girl at his school, Saeki Nanako, is his muse and his Venus, and he admires her from a distance. One day, he forgets his copy of Les Fleurs du Mal in the classroom and runs back alone to pick it up. In the classroom, he finds not only his book, but Saeki's gym uniform. On a mad impulse, he steals it. Now everyone knows ""some pervert"" stole Saeki's uniform, and Kasuga is dying with shame and guilt. Furthermore, the weird, creepy, and friendless girl of the class, Nakamura, saw him take the uniform. Instead of revealing it was him, she recognizes his kindred deviant spirit and uses her knowledge to take control of his life. Will it be possible for Kasuga to get closer to Saeki, despite Nakamura's meddling and his dark secret? What exactly does Nakamura intend to do with him? (Source: MangaHelpers)"
16273,Acchi Kocchi (TV): Place=Princess,7.5,"Slice of Life, Comedy, Romance, School",Episode 13 of Acchi Kocchi that was included in Vol.6.
16319,Asako Get You!!,5.78,"Comedy, Romance, School, Seinen, Slice of Life",Unaired anime bundled with the limited edition of the 9th volume of the manga.
16353,Love Lab,7.36,"Comedy, Romance, School","Fujisaki Girls Academy, student council president Natsuo Maki is the epitome of grace and perfection, admired by all the young girls who attend the school. One day, Riko Kurahashi walks into the student council room on an errand, only to discover Natsuo practicing her kissing techniques on a pillow, an act that is neither graceful nor elegant. Riko soon discovers that Natsuo desires more romance in her life, leading her to practice ""romantic situations"" in secret. Sympathizing with her, Riko agrees to help Natsuo with her love research. Named ""Love Lab,"" the project practices the essentials of love and romance, such as bumping into each other ""accidentally"" and holding hands. Soon, the entire student council joins in on the fun in the Love Lab too! Through their research and real life encounters, what will they learn about romance? Weaving together funny characters and comedic situations, Love Lab builds a story of friendship and romance, while never missing a beat with the laughter."
16355,Dansai Bunri no Crime Edge,6.72,"Action, Romance, Fantasy, Seinen","Kiri Haimura has an obsession with beautiful hair—specifically, cutting it. This bizarre trait is what leads him to seek out a rumored long-haired ghost who lives in an abandoned house on a hill. However, he finds not a ghost, but a beautiful girl with long flowing hair named Iwai Mushanokouji, the ""Hair Queen,"" whose hair cannot be cut due to a family curse. Iwai explains that there is a death game surrounding her, and that if she is killed by a cursed object, aptly named a ""Killing Good,"" the wielder gets their wish granted. After protecting Iwai from ""Authors""—Killing Goods users—he learns there is in fact a Killing Good passed down in his own family: a pair of scissors used by his ancestor to commit murders. Naming the scissors ""The Severing Crime Edge,"" he finds that he is able to cut Iwai's cursed hair with them, setting her free to live a normal life. However, many Authors seek to kill the Hair Queen, and Kiri will have to protect her in this lethal game of fate."
16397,Photokano,6.22,"Ecchi, Romance, School","Kazuya, a mild-mannered high school sophomore coming to the end of a very average summer break, receives a digital single lens reflex camera as a gift. His nerdy fascination with its design soon turns to wonder when he realizes this little gadget could really give his social life a shot in the arm! (Source: TBS)"
